contextID,slug,alignment,type,subtype,armor_class,hit_points,strength,dexterity,constitution,intelligence,wisdom,charisma,cr
dnd5e,dau-tob1-2023,Chaotic Neutral,Fey,,13,49,7,17,14,14,17,16,4
dnd5e,dawnfly,unaligned,Beast,,21,261,23,20,19,1,14,18,19
dnd5e,dawnfly-desolation-nymph,unaligned,Beast,,13,68,16,15,16,1,12,4,2
dnd5e,de-ogen,neutral evil,Undead,,15,45,1,20,16,11,13,10,4
dnd5e,dead-mans-fingers-a5e,,Plant,,15,190,20,10,20,1,12,1,10
dnd5e,death-barque,neutral evil,Undead,,17,198,20,18,23,8,14,12,12
dnd5e,death-butterfly-swarm,chaotic evil,Beast,Swarm,15,60,1,13,10,1,12,15,4
dnd5e,death-dog,neutral evil,Monstrosity,,12,39,15,14,14,3,13,6,1
dnd5e,death-dog-a5e,,Monstrosity,,12,32,14,14,14,2,12,6,1
dnd5e,death-shroud-golem,unaligned,Construct,,12,95,17,15,18,3,10,1,5
dnd5e,death-vulture,neutral evil,Monstrosity,,12,76,18,10,18,6,12,7,4
dnd5e,death-worm,unaligned,Monstrosity,,13,44,9,15,14,1,11,3,1
dnd5e,death_dog_bf,,Monstrosity,Animal,12,40,14,14,14,2,12,6,1
dnd5e,death_knight_bf,,Undead,,18,140,18,10,16,12,20,18,8
dnd5e,deathbutterflyswarm-tob1-2023,Unaligned,Swarm,,15,60,1,14,10,1,12,12,4
dnd5e,deathcap-myconid,neutral evil,Plant,,15,90,12,10,16,10,11,9,4
dnd5e,deathcapmyconid-tob1-2023,Neutral Evil,Plant,,15,90,14,10,16,10,11,9,4
dnd5e,deathspeaker,lawful evil,Undead,,14,97,12,16,17,18,12,15,4
dnd5e,deathsworn-elf,chaotic neutral,Humanoid,elf,16,82,14,19,12,11,13,14,6
dnd5e,deathweaver,neutral evil,Monstrosity,,16,95,16,14,17,7,12,15,5
dnd5e,deathwisp,neutral evil,Undead,,15,82,6,20,16,18,16,20,7
dnd5e,deathwisp-tob1-2023,Neutral Evil,Undead,,15,82,6,20,16,18,16,20,7
dnd5e,deep-drake,chaotic evil,Dragon,,17,150,21,19,14,11,14,12,9
dnd5e,deep-dwarf-soldier-a5e,,Humanoid,,16,19,14,12,14,10,10,10,0.5
dnd5e,deep-gnome-scout-a5e,,Humanoid,,15,19,10,16,14,10,14,10,0.5
dnd5e,deep-gnome-svirfneblin,neutral good,Humanoid,gnome,15,16,15,14,14,12,10,9,0.5
dnd5e,deep-one,chaotic evil,Humanoid,,13,91,16,12,14,10,8,12,2
dnd5e,deep-one-archimandrite,chaotic evil,Humanoid,,15,153,20,15,17,12,17,19,8
dnd5e,deep-one-hybrid-priest,chaotic evil,Humanoid,,14,120,18,14,16,12,12,15,4
dnd5e,deep-troll,chaotic evil,Giant,,15,63,18,13,20,7,9,7,4
dnd5e,deep_gnome_bf,,Humanoid,,15,23,14,14,14,12,10,8,0.5
dnd5e,deepdrake-tob1-2023,Chaotic Evil,Dragon,,17,150,21,19,14,11,14,12,9
dnd5e,deepone-tob1-2023,Chaotic Evil,Humanoid,,13,71,16,12,14,10,8,12,2
dnd5e,deeponearchimandrite-tob1-2023,Chaotic Evil,Humanoid,,15,153,20,16,17,12,17,19,8
dnd5e,deeponepriest-tob1-2023,Chaotic Evil,Humanoid,,14,105,18,14,16,12,12,16,4
dnd5e,deer,unaligned,Beast,,13,4,11,16,11,2,14,5,0
dnd5e,deer-a5e,,Beast,,13,4,10,16,10,2,14,4,0
dnd5e,deer_bf,,Beast,,13,8,10,16,10,2,14,4,0
dnd5e,degenerate-titan,chaotic evil,Giant,,12,161,24,6,20,6,9,7,8
dnd5e,degeneratetitan-tob1-2023,Chaotic Evil,Giant,,12,161,21,6,20,6,12,7,8
dnd5e,demilich-a5e,,Undead,,20,159,10,24,16,24,22,20,18
dnd5e,demilich-mastermind-a5e,,Undead,,20,319,10,24,16,24,22,20,18
dnd5e,demon-balbazu,chaotic evil,Fiend,,13,36,3,16,13,5,11,7,2
dnd5e,demon-inciter,chaotic evil,Fiend,,13,27,10,15,12,11,12,16,1
dnd5e,demon-kogukhpak,chaotic evil,Fiend,,17,262,30,11,23,8,16,20,18
dnd5e,demon-leech,chaotic evil,Fiend,,17,147,19,16,21,11,12,7,11
dnd5e,demon-maha,chaotic evil,Fiend,,15,178,18,21,18,7,16,12,12
dnd5e,demon-vetala,chaotic evil,Fiend,,15,114,10,20,20,14,16,17,8
dnd5e,derendian-moth-abomination,neutral evil,Monstrosity,,14,210,14,20,18,16,14,10,12
dnd5e,derro-abysswalker,chaotic evil,Humanoid,,16,112,11,18,18,10,7,17,6
dnd5e,derro-explorer,any non-good alignment,Humanoid,derro,15,44,13,16,14,10,12,5,2
dnd5e,derro-fetal-savant,chaotic evil,Humanoid,,15,2,1,1,6,6,12,20,4
dnd5e,derro-guard,any non-good alignment,Humanoid,derro,13,18,10,14,12,11,5,9,0.5
dnd5e,derro-hellforged,lawful evil,Humanoid,,16,112,16,14,18,11,7,15,6
dnd5e,derro-shadow-antipaladin,chaotic evil,Humanoid,derro,18,82,11,18,18,11,5,14,5
dnd5e,derro-shadowseeker,chaotic evil,Humanoid,derro,17,112,9,20,18,13,7,14,6
dnd5e,derro-voidwarped,neutral evil,Humanoid,,14,120,8,18,18,13,5,17,6
dnd5e,desert-giant,neutral,Giant,,17,175,27,10,22,13,18,15,9
dnd5e,desert-slime,unaligned,Ooze,,8,75,17,6,14,2,10,1,3
dnd5e,desert-troll,chaotic evil,Giant,,15,105,20,13,20,9,12,7,6
dnd5e,desertgiant-tob1-2023,Neutral,Giant,,17,175,27,10,22,13,18,15,9
dnd5e,despair-and-anger,neutral evil,Celestial,,16,161,19,16,18,10,16,19,10
dnd5e,destroyer,neutral evil,Humanoid,satarre,15,60,16,12,17,10,10,13,3
dnd5e,deva,lawful good,Celestial,,17,136,18,18,18,17,20,20,10
dnd5e,deva-a5e,,Celestial,,17,153,18,18,18,18,20,20,10
dnd5e,deva_bf,,Celestial,Angel,17,165,18,18,18,16,28,28,10
dnd5e,devil-bough,neutral evil,Fiend,,14,114,18,10,17,10,10,8,6
dnd5e,devil-devilflame-juggler,lawful evil,Fiend,,18,178,17,21,20,13,14,19,13
dnd5e,devil-infernal-tutor,lawful evil,Fiend,,17,182,10,16,15,18,20,21,13
dnd5e,devil-infernal-tutor-lesser,lawful evil,Fiend,,15,110,10,16,15,14,17,18,7
dnd5e,devil-maelstrom,lawful evil,Fiend,,17,195,17,16,15,19,12,21,12
dnd5e,devil-moldering,lawful evil,Fiend,,13,27,14,10,12,10,14,6,0.5
dnd5e,devil-rimepacted,lawful evil,Fiend,,15,91,18,12,15,9,13,16,6
dnd5e,devil-shark,neutral evil,Monstrosity,,16,198,24,14,22,14,20,14,13
dnd5e,devilbound-gnomish-prince,any evil,Humanoid,gnome,12,104,10,14,15,16,12,22,9
dnd5e,devilboundgnome-tob1-2023,Any Evil,Humanoid,,17,104,10,14,15,16,12,21,9
dnd5e,devouring-angel,neutral,Aberration,,15,220,20,15,21,7,17,14,12
dnd5e,dhampir,any alignment,Humanoid,dhampir,15,32,12,15,14,10,10,16,1
dnd5e,dhampir-commander,any alignment,Humanoid,dhampir,17,97,14,17,16,14,12,19,7
dnd5e,dimensional-shambler,neutral evil,Aberration,,16,102,22,21,17,21,16,13,9
dnd5e,diminution-drake,neutral evil,Dragon,,15,71,14,18,12,6,13,10,5
dnd5e,dinosaur-guardian-archaeopteryx,unaligned,Beast,,15,36,7,14,13,5,14,12,2
dnd5e,dinosaur-jeholopterus,unaligned,Beast,,14,12,10,16,10,2,12,4,0.25
dnd5e,dinosaur-razorfeather-raptor,neutral evil,Monstrosity,,16,39,15,17,14,7,12,6,2
dnd5e,dinosaur-therizinosaurus,unaligned,Beast,,13,95,21,9,17,3,14,7,5
dnd5e,dinosaur-thundercall-hadrosaur,unaligned,Monstrosity,,16,168,24,9,18,4,13,7,11
dnd5e,diomedian-horse,unaligned,Beast,,14,57,20,14,18,4,12,10,3
dnd5e,diplodocus-a5e,,Beast,,14,139,24,8,20,2,12,5,7
dnd5e,dipsa,unaligned,Ooze,,15,27,3,17,14,1,6,1,0.25
dnd5e,dipsa-tob1-2023,Unaligned,Ooze,,15,27,3,17,14,1,6,1,0.25
dnd5e,dire-centipede-a5e,,Beast,,13,45,14,10,12,1,10,3,2
dnd5e,dire-lionfish,unaligned,Beast,,15,136,17,15,17,3,12,10,6
dnd5e,dire-owlbear,unaligned,Monstrosity,,15,102,20,12,18,3,13,7,5
dnd5e,dire-pangolin,unaligned,Beast,,16,82,18,11,15,3,12,7,4
dnd5e,dire-tyrannosaurus-rex-a5e,,Beast,,13,253,22,10,20,6,16,5,8
dnd5e,dire-wildebeest,unaligned,Beast,,14,150,19,16,14,2,10,5,7
dnd5e,dire-wolf,unaligned,Beast,,14,37,17,15,15,3,12,7,1
dnd5e,dire-wolf-a5e,,Beast,,13,30,16,14,14,2,12,6,1
dnd5e,diseased-giant-rat-a5e,,Beast,,12,7,6,14,10,2,10,4,0.125
dnd5e,dissimortuum,chaotic evil,Undead,,15,112,14,10,16,8,11,18,7
dnd5e,dissimortuum-tob1-2023,Chaotic Evil,Undead,,15,112,14,10,16,8,11,18,7
dnd5e,div,neutral evil,Elemental,,17,99,18,14,15,9,13,16,5
dnd5e,divi-a5e,,Elemental,,18,172,22,12,22,5,6,6,11
dnd5e,divi-noble-a5e,,Elemental,,18,345,22,12,22,5,6,6,11
dnd5e,diving-gel,unaligned,Ooze,,13,17,3,16,13,3,6,1,0.25
dnd5e,djinni,chaotic good,Elemental,,17,161,21,15,22,15,16,20,11
dnd5e,djinni-a5e,,Elemental,,16,172,18,22,22,14,16,20,11
dnd5e,djinni-noble-a5e,,Elemental,,16,344,18,22,22,14,16,20,11
dnd5e,djinni_bf,,Elemental,Outsider,17,216,20,22,22,14,24,28,11
dnd5e,dogmole,neutral,Beast,,14,71,14,17,15,2,12,10,1
dnd5e,dogmole-juggernaut,neutral,Monstrosity,,15,126,21,14,20,2,10,2,5
dnd5e,dogmole-tob1-2023,Unaligned,Beast,,14,58,14,17,15,2,12,10,1
dnd5e,dogmolejuggernaut-tob1-2023,Unaligned,Monstrosity,,15,126,21,14,20,2,10,2,5
dnd5e,dokkaebi,chaotic neutral or chaotic good,Fey,,12,78,16,15,14,13,9,12,2
dnd5e,domovoi,chaotic neutral,Fey,,15,93,19,13,18,6,10,16,4
dnd5e,domovoi-tob1-2023,Chaotic Neutral,Fey,,15,93,19,13,18,6,10,16,4
dnd5e,doom-creeper,unaligned,Plant,,15,137,8,21,14,5,14,6,6
dnd5e,doom-golem,unaligned,Construct,,17,153,24,13,16,3,10,1,10
dnd5e,doppelganger,unaligned,Monstrosity,shapechanger,14,52,11,18,14,11,12,14,3
dnd5e,doppelganger-a5e,,Monstrosity,,14,52,10,18,14,10,14,16,3
dnd5e,doppelganger_bf,,Monstrosity,Shapechanger,14,80,10,18,14,10,16,18,3
dnd5e,doppelixir,unaligned,Ooze,,13,45,11,17,14,3,12,7,1
dnd5e,doppelrat,unaligned,Monstrosity,,13,22,2,17,14,2,13,2,2
dnd5e,doppelrat-tob1-2023,Unaligned,Monstrosity,,13,45,2,17,14,2,13,2,2
dnd5e,dorreq,neutral evil,Aberration,,15,93,19,19,13,11,8,6,4
dnd5e,dorreq-tob1-2023,Neutral Evil,Aberration,,15,93,19,19,13,11,8,10,4
dnd5e,dracotaur,chaotic neutral,Dragon,,17,110,21,17,16,10,13,15,6
dnd5e,draft-horse,unaligned,Beast,,10,19,18,10,12,2,11,7,0.25
dnd5e,draft-horse-a5e,,Beast,,10,22,18,10,14,2,10,6,0.25
dnd5e,dragon-cultist-a5e,,Humanoid,,12,39,10,14,14,10,14,14,2
dnd5e,dragon-eel,neutral,Dragon,,18,230,26,12,20,14,13,14,12
dnd5e,dragon-prismatic-adult,neutral,Dragon,,18,212,22,10,23,18,15,17,16
dnd5e,dragon-prismatic-ancient,neutral,Dragon,,20,407,25,10,27,20,17,19,21
dnd5e,dragon-prismatic-wyrmling,neutral,Dragon,,16,39,15,10,15,14,12,13,2
dnd5e,dragon-prismatic-young,neutral,Dragon,,17,142,18,10,19,16,14,15,8
dnd5e,dragon-sand-adult,neutral evil,Dragon,,20,270,24,12,25,14,18,16,18
dnd5e,dragon-sand-ancient,neutral evil,Dragon,,21,507,27,12,29,16,20,18,23
dnd5e,dragon-sand-wyrmling,neutral evil,Dragon,,18,52,17,12,17,11,14,12,3
dnd5e,dragon-sand-young,neutral evil,Dragon,,19,189,20,12,21,13,16,14,11
dnd5e,dragon-turtle,neutral,Dragon,,20,341,25,10,20,10,12,12,17
dnd5e,dragon-turtle-a5e,,Dragon,,21,264,24,10,22,14,16,16,17
dnd5e,dragon_turtle_bf,,Dragon,,20,318,24,22,32,10,24,12,17
dnd5e,dragonbound-warrior-a5e,,Humanoid,,13,11,12,12,12,10,14,10,0.25
dnd5e,dragoneel-tob1-2023,Neutral,Dragon,,18,195,26,12,20,14,13,14,12
dnd5e,dragonette-barnyard,neutral,Dragon,,13,18,14,12,15,8,13,13,0.25
dnd5e,dragonette-sedge,neutral,Dragon,,13,27,14,10,16,10,14,11,0.5
dnd5e,dragonette-shovel,neutral,Dragon,,12,33,14,11,16,8,13,10,0.5
dnd5e,dragonflesh-golem,unaligned,Construct,,18,115,22,7,20,3,10,1,10
dnd5e,dragonleaf-tree,unaligned,Plant,,16,152,16,10,19,3,12,17,8
dnd5e,dragonleaftree-tob1-2023,Unaligned,Plant,,16,152,16,14,19,5,12,17,8
dnd5e,drainpipe-gargoyle-a5e,,Elemental,,15,45,14,10,16,8,14,8,2
dnd5e,drake-bakery,lawful neutral,Dragon,,14,82,13,16,18,11,14,17,3
dnd5e,drake-cactus,neutral good,Dragon,,14,75,11,17,16,9,12,11,4
dnd5e,drake-ethereal,chaotic neutral,Dragon,,16,133,18,14,19,8,14,10,7
dnd5e,drake-reef,neutral evil,Dragon,,18,152,25,14,17,7,15,13,9
dnd5e,drake-riptide,lawful evil,Dragon,,17,231,22,9,20,11,16,10,11
dnd5e,drake-shepherd,lawful neutral,Dragon,,16,110,12,16,18,12,20,17,5
dnd5e,drake-vapor,neutral,Dragon,,15,119,14,19,17,7,15,7,6
dnd5e,drake-venom,chaotic evil,Dragon,,16,142,19,16,18,10,16,6,8
dnd5e,drakon,unaligned,Beast,,16,105,14,19,15,2,12,10,5
dnd5e,drakon-tob1-2023,Unaligned,Dragon,,16,105,14,19,15,2,12,10,5
dnd5e,dread-examiner,neutral evil,Aberration,,19,322,20,16,22,25,23,25,21
dnd5e,dread-knight-a5e,,Undead,,18,262,22,16,22,14,18,20,19
dnd5e,dread-knight-champion-a5e,,Undead,,18,346,22,16,22,14,18,20,23
dnd5e,dread-troll-a5e,,Giant,,15,105,18,12,20,8,12,8,7
dnd5e,dread-walker-excavator,neutral,Construct,,16,75,18,19,14,14,16,12,5
dnd5e,dream-eater,lawful evil,Fiend,,15,75,15,18,17,16,13,20,5
dnd5e,dream-squire,neutral,Fey,,15,71,15,14,12,10,10,8,2
dnd5e,dream-wraith,neutral evil,Undead,,14,60,6,18,17,12,15,16,5
dnd5e,dreameater-tob1-2023,Lawful Evil,Fiend,,15,75,15,18,17,16,13,20,5
dnd5e,dretch,chaotic evil,Fiend,demon,11,18,11,11,12,5,8,3,0.25
dnd5e,dretch-a5e,,Fiend,,10,18,12,10,12,5,8,3,0.25
dnd5e,dretch_bf,,Fiend,Demon,11,13,14,10,12,4,8,2,0.25
dnd5e,drider,chaotic evil,Monstrosity,,19,123,16,16,18,13,14,12,6
dnd5e,drider-a5e,,Monstrosity,,17,114,18,16,18,10,16,12,6
dnd5e,drider_bf,,Monstrosity,,18,112,16,22,18,12,14,12,6
dnd5e,drop-bear-a5e,,Beast,,12,42,20,10,16,2,12,4,3
dnd5e,droth,lawful neutral,Aberration,shoth,16,230,18,9,20,14,16,20,12
dnd5e,drow,neutral evil,Humanoid,elf,15,13,10,14,10,11,11,12,0.25
dnd5e,drow_bf,,Humanoid,,15,12,14,14,10,10,10,12,0.25
dnd5e,drowned-maiden,neutral evil,Undead,,15,90,15,16,10,10,12,18,5
dnd5e,drownedmaiden-tob1-2023,Neutral Evil,Undead,,15,90,15,16,10,10,12,18,5
dnd5e,drudge-pitcher,unaligned,Plant,,16,168,20,8,18,5,10,3,10
dnd5e,druid,any alignment,Humanoid,any race,11,27,10,12,13,12,15,11,2
dnd5e,druid-a5e,,Humanoid,,11,39,10,12,14,12,14,10,2
dnd5e,druid_bf,,Humanoid,Any Lineage,11,66,10,12,12,12,16,10,2
dnd5e,dryad,neutral,Fey,,11,22,10,12,11,14,15,18,1
dnd5e,dryad-a5e,,Fey,,15,22,14,12,10,12,16,18,0.5
dnd5e,dryad_bf,,Fey,,15,38,10,14,10,14,18,18,1
dnd5e,dubius,neutral evil,Fiend,,14,36,9,15,12,10,9,16,2
dnd5e,duelist-a5e,,Humanoid,,16,90,18,18,16,10,12,14,5
dnd5e,duelist-tob1-2023,Lawful Evil,Humanoid,,17,117,13,20,14,13,12,16,6
dnd5e,duergar,lawful evil,Humanoid,dwarf,16,26,14,11,14,11,10,9,1
dnd5e,duergar_bf,,Humanoid,,16,32,14,10,14,10,10,8,1
dnd5e,dullahan,lawful evil,Fey,,17,178,19,18,20,13,15,17,11
dnd5e,dullahan-tob1-2023,Lawful Evil,Fey,,17,178,19,18,20,13,15,17,11
dnd5e,dune-mimic,neutral,Monstrosity,shapechanger,13,168,20,8,18,9,13,10,8
dnd5e,dunemimic-tob1-2023,Neutral,Monstrosity,,13,168,20,8,18,9,13,10,8
dnd5e,duskthorn-dryad,chaotic,Fey,,17,77,10,20,13,14,15,24,3
dnd5e,duskthorndryad-tob1-2023,Chaotic Neutral,Fey,,17,77,10,20,13,14,15,24,3
dnd5e,dust-goblin,neutral evil,Humanoid,goblinoid,14,5,8,16,14,10,8,8,0.25
dnd5e,dust-goblin-chieftain,neutral evil,Humanoid,goblinoid,16,44,8,18,15,14,13,13,3
dnd5e,dust-grazer,unaligned,Aberration,,12,105,19,7,20,2,7,2,4
dnd5e,dust-mephit,neutral evil,Elemental,,12,17,5,14,10,9,11,10,0.5
dnd5e,dust-mephit-a5e,,Elemental,,12,17,6,14,10,8,10,10,0.5
dnd5e,dust_mephit_bf,,Elemental,,12,27,4,14,10,6,12,10,0.5
dnd5e,dustgoblin-tob1-2023,Neutral Evil,Humanoid,,14,16,8,16,14,10,8,8,0.25
dnd5e,dvarapala,any alignment (as its patron deity),Giant,,14,136,19,8,18,10,16,9,5
dnd5e,dwarf-angler,neutral evil,Humanoid,,15,65,16,11,15,9,14,7,4
dnd5e,dwarf-firecracker,any alignment,Humanoid,,14,68,17,10,18,15,9,10,3
dnd5e,dwarf-pike-guard,lawful neutral,Humanoid,,16,30,14,9,16,10,13,9,0.5
dnd5e,dwarf-pike-guard-captain,lawful neutral,Humanoid,,18,93,16,9,19,10,13,12,5
dnd5e,dwarven-ringmage,any,Humanoid,dwarf,16,82,10,14,13,18,12,9,7
dnd5e,dwarvenringmage-tob1-2023,Any Alignment,Humanoid,,16,136,10,14,15,18,12,9,7
dnd5e,eagle,unaligned,Beast,,12,3,6,15,10,2,14,7,0
dnd5e,eagle-a5e,,Beast,,12,3,6,14,10,2,14,6,0
dnd5e,eagle_bf,,Beast,,11,8,6,12,10,2,14,6,0
dnd5e,eagle_giant_bf,,Beast,,13,40,16,16,12,8,14,10,1
dnd5e,eala,unaligned,Monstrosity,,15,40,10,16,12,2,12,16,2
dnd5e,eala-tob1-2023,Unaligned,Monstrosity,,15,40,10,16,12,2,12,16,2
dnd5e,earth-dragon-wyrmling-a5e,,Dragon,,17,58,14,12,14,12,14,10,3
dnd5e,earth-elemental,neutral,Elemental,,17,126,20,8,20,5,10,5,5
dnd5e,earth-elemental-a5e,,Elemental,,17,114,18,10,18,6,10,6,5
dnd5e,earth_elemental_bf,,Elemental,,17,114,20,8,20,6,10,4,5
dnd5e,eater-of-dust-yakat-shi,neutral evil,Aberration,,17,114,20,14,20,10,15,17,9
dnd5e,eaterofdust-tob1-2023,Neutral Evil,Aberration,,17,114,20,14,20,10,15,17,9
dnd5e,echo,chaotic evil,Fiend,demon,15,102,20,20,18,14,18,16,6
dnd5e,ecstatic-bloom,neutral good,Celestial,,15,171,10,9,16,20,19,14,11
dnd5e,edimmu,chaotic evil,Undead,,15,75,1,19,16,12,13,13,4
dnd5e,edimmu-tob1-2023,Chaotic Evil,Undead,,15,75,1,19,16,12,18,13,4
dnd5e,edjet,lawful neutral,Humanoid,dragonborn,14,52,17,12,14,10,13,13,3
dnd5e,edjet-initiate,lawful neutral,Humanoid,dragonborn,12,19,14,12,14,10,10,10,0.25
dnd5e,eel-hound,neutral,Fey,,14,77,19,16,13,6,13,16,2
dnd5e,eelhound-tob1-2023,Neutral,Fey,,14,77,19,16,13,6,13,16,2
dnd5e,efreeti,lawful evil,Elemental,,17,200,22,12,24,16,15,16,11
dnd5e,efreeti-a5e,,Elemental,,17,172,22,18,22,14,16,16,11
dnd5e,efreeti-noble-a5e,,Elemental,,17,344,22,18,22,14,16,16,11
dnd5e,efreeti_bf,,Elemental,Outsider,17,223,22,12,24,24,22,24,11
dnd5e,egret-harpy,neutral,Monstrosity,,12,75,16,14,17,11,14,15,2
dnd5e,einherjar,chaotic neutral,Humanoid,,18,119,19,16,19,10,14,11,7
dnd5e,einherjar-tob1-2023,Chaotic Neutral,Humanoid,,18,119,19,16,19,10,14,11,7
dnd5e,elder-black-pudding-a5e,,Ooze,,7,171,16,4,16,1,6,1,8
dnd5e,elder-ghost-boar,unaligned,Monstrosity,,15,104,22,9,17,7,12,7,6
dnd5e,elder-shadow-drake,chaotic evil,Dragon,,16,114,22,13,18,8,9,13,7
dnd5e,elder-vampire-a5e,,Undead,,16,285,20,18,20,16,16,18,11
dnd5e,eldershadowdrake-tob1-2023,Chaotic Evil,Dragon,,16,114,22,13,18,8,9,13,7
dnd5e,eldritch-ooze,unaligned,Ooze,,8,153,16,6,16,1,6,8,5
dnd5e,eleinomae,chaotic evil,Fey,,18,112,13,19,16,14,14,19,5
dnd5e,elemental-locus,neutral,Elemental,,16,290,28,1,18,10,11,11,17
dnd5e,elemental-permafrost,neutral,Elemental,,16,133,19,8,18,5,15,5,6
dnd5e,elemental-rockslide,neutral,Elemental,,14,147,22,8,20,5,10,5,8
dnd5e,elementalist,lawful neutral,Humanoid,dragonborn,15,45,8,16,15,12,10,17,2
dnd5e,elementallocus-tob1-2023,Neutral,Elemental,,16,290,28,1,18,10,11,11,17
dnd5e,elephant,unaligned,Beast,,12,76,22,9,17,3,11,6,4
dnd5e,elephant-a5e,,Beast,,12,76,22,8,16,4,10,6,4
dnd5e,elephant_bf,,Beast,,12,105,20,8,16,2,10,6,4
dnd5e,elf-shadow-fey-executioner,lawful evil,Humanoid,,16,172,20,15,17,10,14,14,8
dnd5e,elite-kobold,lawful neutral,Humanoid,kobold,14,26,10,17,14,12,14,10,1
dnd5e,elk,unaligned,Beast,,10,13,16,10,12,2,10,6,0.25
dnd5e,elk-a5e,,Beast,,10,15,14,10,14,2,10,4,0.25
dnd5e,elk_bf,,Beast,,10,15,14,10,12,2,10,6,0.25
dnd5e,elk_giant_bf,,Beast,,14,60,18,16,14,6,14,10,2
dnd5e,elophar,chaotic evil,Undead,,8,126,19,6,20,16,3,10,4
dnd5e,elvish-veteran-archer,chaotic good or chaotic neutral,Humanoid,elf,15,77,11,16,12,11,13,11,3
dnd5e,elvishveteranarcher-tob1-2023,Any Alignment,Humanoid,,16,66,11,18,12,11,13,11,3
dnd5e,ember-glider,unaligned,Monstrosity,,15,44,6,16,13,3,11,10,2
dnd5e,emerald-dragon-wyrmling-a5e,,Dragon,,16,45,14,14,12,14,10,12,2
dnd5e,emerald-eye,chaotic evil,Construct,,14,54,3,15,14,15,12,16,1
dnd5e,emerald-order-cult-leader,lawful neutral or evil,Humanoid,any race,14,117,10,10,14,15,20,15,8
dnd5e,emeraldeye-tob1-2023,Neutral,Construct,,14,54,3,15,14,18,12,16,1
dnd5e,emeraldordercultleader-tob1-2023,Lawful Neutral or Lawful Evil,Humanoid,,15,156,14,10,14,15,20,15,8
dnd5e,emperors-hyena,neutral evil,Undead,,14,91,16,14,15,6,10,8,4
dnd5e,empty-cloak,unaligned,Construct,,13,45,18,14,10,10,10,1,0.5
dnd5e,emptycloak-tob1-2023,Neutral,Construct,,13,45,18,14,10,10,10,1,0.5
dnd5e,empusa,chaotic evil,Monstrosity,shapechanger,16,102,20,13,18,10,14,19,5
dnd5e,empyrean-a5e,,Celestial,,21,328,30,24,30,22,24,26,22
dnd5e,enchanter,any alignment,Humanoid,elf,12,58,10,14,10,19,13,19,7
dnd5e,enchantress-tob1-2023,Lawful Evil,Humanoid,,16,123,10,15,14,12,17,18,7
dnd5e,eonic-drifter,chaotic neutral,Humanoid,human,13,65,9,14,14,18,11,13,1
dnd5e,eonic-savant,neutral,Humanoid,human,13,115,9,16,16,20,11,15,7
dnd5e,eonicdrifter-tob1-2023,Chaotic Neutral,Humanoid,,13,65,9,14,14,18,11,13,1
dnd5e,equitox,chaotic evil,Fiend,,15,178,20,13,20,14,12,15,13
dnd5e,erina-defender,neutral,Humanoid,erina,15,44,11,14,14,13,12,11,1
dnd5e,erina-scrounger,neutral,Humanoid,erina,12,22,9,12,14,13,10,11,0.25
dnd5e,erina-tob1-2023,Neutral,Humanoid,,12,22,9,12,14,13,10,11,0.25
dnd5e,erina-tussler,neutral,Humanoid,,14,66,12,16,14,13,12,11,3
dnd5e,erinadefender-tob1-2023,Neutral,Humanoid,,15,44,11,14,14,13,12,11,1
dnd5e,erinyes,lawful evil,Fiend,devil,18,153,18,16,18,14,14,18,12
dnd5e,erinyes-a5e,,Fiend,,18,161,18,18,18,14,16,18,12
dnd5e,erinyes_bf,,Fiend,Devil,18,147,18,24,26,14,22,26,12
dnd5e,ettercap,neutral evil,Monstrosity,,13,44,14,15,13,7,12,8,2
dnd5e,ettercap-a5e,,Monstrosity,,13,44,14,16,13,8,12,8,2
dnd5e,ettercap_bf,,Monstrosity,,13,54,10,16,12,4,16,8,2
dnd5e,ettin,chaotic evil,Giant,,12,85,21,8,17,6,10,8,4
dnd5e,ettin-a5e,,Giant,,12,85,20,8,16,8,10,8,4
dnd5e,ettin-kobold,lawful evil,Giant,,12,34,17,11,18,6,8,7,1
dnd5e,ettin_bf,,Giant,,12,95,20,8,16,6,10,8,4
dnd5e,execrable-shrub,neutral evil,Fiend,,14,40,12,14,10,7,14,10,0.5
dnd5e,exploding-toad,chaotic evil,Monstrosity,,12,2,1,13,11,4,8,3,0.25
dnd5e,eye-golem,unaligned,Construct,,20,157,22,9,20,5,11,1,11
dnd5e,eye-of-the-gods,any alignment (as its creator deity),Celestial,,14,36,8,18,12,13,20,16,1
dnd5e,eyegolem-tob1-2023,Unaligned,Construct,,20,157,22,9,20,5,11,1,11
dnd5e,fabricator,neutral,Construct,,13,147,18,7,20,15,15,5,10
dnd5e,faceless-wanderer,neutral evil,Aberration,,13,58,12,17,14,16,12,10,4
dnd5e,faerie-dragon-a5e,,Dragon,,15,14,3,20,12,14,12,16,1
dnd5e,faerie-dragon-familiar-a5e,,Dragon,,15,14,3,20,12,14,12,16,1
dnd5e,faerie-eater-troll-a5e,,Giant,,15,84,18,12,20,8,12,8,6
dnd5e,faerie-noble-a5e,,Fey,,16,165,16,20,16,16,20,20,12
dnd5e,fallen-deva-a5e,,Celestial,,17,153,18,18,18,18,20,20,10
dnd5e,fallen-planetar-a5e,,Celestial,,19,250,22,22,24,22,24,24,16
dnd5e,fallen-solar-a5e,,Celestial,,21,319,28,22,28,22,30,30,21
